# treediff.py v1.1 (2026-09-10, indented orphans covered) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
file	function	kind	bucket	line107	line110	sig107	sig110	flags
CommonLua/ArtTest.lua	ArtTest.GetObjectClassesToPreview	removed	hand	263		.		GONEFILE
CommonLua/ArtTest.lua	ArtTest.InstallMaxExporter	removed	hand	94		.		GONEFILE
CommonLua/ArtTest.lua	ArtTest.LoadExternalEntities	removed	hand	205		.		GONEFILE
CommonLua/ArtTest.lua	ArtTest.OpenChangeProducerDialog	removed	hand	29		.		GONEFILE
CommonLua/ArtTest.lua	ArtTest.PlacePreviewObjects	removed	hand	280		.classes		GONEFILE
CommonLua/ArtTest.lua	ArtTest.SetProducer	removed	hand	37		.new_producer		GONEFILE
CommonLua/ArtTest.lua	ArtTest.SetProducer_3DSMax	removed	hand	63		.new_producer		GONEFILE
CommonLua/ArtTest.lua	ArtTest.SetUpMap	removed	hand	251		.		GONEFILE
CommonLua/ArtTest.lua	ArtTest.Start	removed	hand	179		.		GONEFILE
CommonLua/ArtTest.lua	OnMsg.ChangeMapDone	removed	hand	324		.		GONEFILE
CommonLua/ArtTest.lua	bat	removed	hand	1		.		GONEFILE
CommonLua/Billboards.lua	CollectBillboardDeps	added	hand		219		.	
CommonLua/Billboards.lua	GenerateBillboards	body+sig	hand	131	131	.specific_entity	.entities	
CommonLua/Braze.lua	BrazeSession.AsyncBrazeGetCards	body	hand	281	281	:retry_attempt	:retry_attempt	
CommonLua/Camera.lua	GetCursorPos	body	hand	785	785	.gamepad,terrain_pos	.gamepad,terrain_pos	
CommonLua/Camera.lua	SetCamera	body	hand	111	111	.ptCamera,ptCameraLookAt,camType,zoom,properties,fovX,time	.ptCamera,ptCameraLookAt,camType,zoom,properties,fovX,time	
CommonLua/Camera.lua	SetCameraFov	body	hand	166	166	.fovX	.fovX	
CommonLua/CanonizeFilename.lua	CanonizeSaveGameName	body	hand	74	74	.name	.name	
CommonLua/Classes/Achievement.lua	CanModifyAchievementProgress	body	hand	83	83	.achievement	.achievement	
CommonLua/Classes/ActionFX.lua	ActionFX.GetLoc	body	hand	1277	1352	:actor,target,action_pos,action_dir	:actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	ActionFX.GetLocObj	body+sig	hand	1245	1318	:actor,target	:actor,target,action_pos	
CommonLua/Classes/ActionFX.lua	ActionFX.IsCurrentMapOnly	added	hand		1123		:	
CommonLua/Classes/ActionFX.lua	ActionFX.TrackFX	body	hand	1058	1119	:	:	
CommonLua/Classes/ActionFX.lua	ActionFXCameraShake.GetEditorDescInfo	added	hand		2916		:	
CommonLua/Classes/ActionFX.lua	ActionFXColorization.PlayFX	body+sig	hand	3824	3938	:actor,target	:actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	ActionFXControllerRumble.GetEditorDescInfo	added	hand		3683		:	
CommonLua/Classes/ActionFX.lua	ActionFXInherit.GetEditorView	added	hand		1583		:	
CommonLua/Classes/ActionFX.lua	ActionFXInitialColorization.PlayFX	body	hand	3899	4013	:actor,target,action_pos,action_dir	:actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	ActionFXLight.GetEditorDescInfo	added	hand		3752		:	
CommonLua/Classes/ActionFX.lua	ActionFXLight.PlaceFXLight	body	hand	3699	3813	:actor,target,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz,action_pos,action_dir	:actor,target,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	ActionFXObject.GetEditorDescInfo	added	hand		3211		:	
CommonLua/Classes/ActionFX.lua	ActionFXObject.GetProperties	body	hand	3145	3247	:	:	
CommonLua/Classes/ActionFX.lua	ActionFXObject.PlaceSingleFXObject	body	hand	3262	3368	:obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	:obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	
CommonLua/Classes/ActionFX.lua	ActionFXParticles.GetEditorDescInfo	added	hand		2483		:	
CommonLua/Classes/ActionFX.lua	ActionFXParticles.PlaceSingleFXParticles	body	hand	2552	2650	:map,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	:map,obj,spot,posx,posy,posz,angle,axisx,axisy,axisz	
CommonLua/Classes/ActionFX.lua	ActionFXRadialBlur.GetEditorDescInfo	added	hand		3023		:	
CommonLua/Classes/ActionFX.lua	ActionFXRadialBlur.TrackFX	removed	hand	2984		:		
CommonLua/Classes/ActionFX.lua	ActionFXSound.GetEditorDescInfo	added	hand		1795		:	
CommonLua/Classes/ActionFX.lua	ActionFXSound.PlaceFXSound	body	hand	1775	1863	:actor,target,count,obj,spot,posx,posy,posz	:actor,target,count,obj,spot,posx,posy,posz	
CommonLua/Classes/ActionFX.lua	ActionFXSound.PlaceSingleFXSound	body	hand	1874	1965	:actor,target,idx,obj,spot,posx,posy,posz	:actor,target,idx,obj,spot,posx,posy,posz	
CommonLua/Classes/ActionFX.lua	ActionFXSourcePropCombo	body	hand	4297	4411	.	.	
CommonLua/Classes/ActionFX.lua	ActionFXSpotCombo	body	hand	4270	4388	.fx	.fx	
CommonLua/Classes/ActionFX.lua	ActionFXUIParticles.GetEditorDescInfo	added	hand		2303		:	
CommonLua/Classes/ActionFX.lua	ActionFXWindMod.PlaceFXWindMod	body	hand	2102	2188	:actor,target,count,obj,spot,posx,posy,posz,range_mod,strength_mod,speed_mod	:actor,target,count,obj,spot,posx,posy,posz,range_mod,strength_mod,speed_mod	
CommonLua/Classes/ActionFX.lua	ActionFXWindMod.TrackFX	removed	hand	2044		:		
CommonLua/Classes/ActionFX.lua	CameraObj.GetBBox	added	hand		4430		:	
CommonLua/Classes/ActionFX.lua	CameraObj.TestRay	added	hand		4434		:pos,dir	
CommonLua/Classes/ActionFX.lua	DebugFXPrint	body	hand	89	97	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass	
CommonLua/Classes/ActionFX.lua	DebugMatchSelected	added	hand		117		.actor_obj,target_obj	
CommonLua/Classes/ActionFX.lua	FXOrient	body	hand	681	720	.fx_obj,posx,posy,posz,parent,spot,attach,axisx,axisy,axisz,angle,attach_offset	.fx_obj,posx,posy,posz,parent,spot,attach,axisx,axisy,axisz,angle,attach_offset	
CommonLua/Classes/ActionFX.lua	FXOrientationFunctions.FaceActionPos	body	hand	574	611	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	FXOrientationFunctions.FaceActionPos2D	body	hand	588	626	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	.orientation_axis,source_obj,posx,posy,posz,preset_angle,actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	GetActionPos	added	hand		502		.action_pos	
CommonLua/Classes/ActionFX.lua	GetFXMap	body	hand	1763	128	.actor,target,obj	.actor,target,obj	
CommonLua/Classes/ActionFX.lua	GetPlayFXList#1	body	hand	3981	4095	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass,list	.actionFXClass,actionFXMoment,actorFXClass,targetFXClass,list	MULTI
CommonLua/Classes/ActionFX.lua	OnMsg.GameEnterEditor	removed	hand	4339		.		
CommonLua/Classes/ActionFX.lua	OnMsg.GameExitEditor	removed	hand	4346		.		
CommonLua/Classes/ActionFX.lua	OnMsg.OnRender	body	hand	4331	4456	.	.	
CommonLua/Classes/ActionFX.lua	OnMsg.PersistPostLoad	added	hand		4444		.data	
CommonLua/Classes/ActionFX.lua	OrientByTerrainAndAngle	body	hand	634	673	.fixedAngle,source_obj,posx,posy,posz	.fixedAngle,source_obj,posx,posy,posz	
CommonLua/Classes/ActionFX.lua	PlayFX	body	hand	127	144	.actionFXClass,actionFXMoment,actor,target,action_pos,action_dir	.actionFXClass,actionFXMoment,actor,target,action_pos,action_dir	
CommonLua/Classes/ActionFX.lua	RebuildFXInheritActionRules	body	hand	290	309	.	.	
CommonLua/Classes/ActionFX.lua	StopSoundHandle	added	hand		1757		.handle,fade_out	
CommonLua/Classes/ActionFX.lua	create_camera_obj	added	hand		4438		.map	
CommonLua/Classes/ActionFX.lua	fx_attached	added	hand		885		.fx	
CommonLua/Classes/ActionFX.lua	items@04c38a	body	hand	2792	2891	.self	.self	INDENTED
CommonLua/Classes/ActionFX.lua	no_edit_offset	added	hand		891		.fx	
CommonLua/Classes/ActionFX.lua	no_edit_offset_dir	added	hand		894		.fx	
CommonLua/Classes/ActionFX.lua	no_edit_spot	added	hand		888		.fx	
CommonLua/Classes/ActionFX.lua	source_has_obj	added	hand		882		.fx	
CommonLua/Classes/AnimMoment.lua	GetEntityAnimMoments	body	hand	5	5	.entity,anim,moment_type	.entity,anim,moment_type	
CommonLua/Classes/AnimMomentHook.lua	OnMsg.ClassesGenerate@a95885	body	hand	226	226	.	.	INDENTED
CommonLua/Classes/AnimMomentHook.lua	OnMsg.GatherFXTargets	body	hand	376	376	.list	.list	
CommonLua/Classes/AppearanceObject.lua	AppearanceObject.ApplyPlayerColorization	added	hand		290		:color	
CommonLua/Classes/AutoAttach.lua	AttachGizmoVisuals	added	hand		3006		.gizmo,size	
CommonLua/Classes/AutoAttach.lua	AttachSpotNameLabel	added	hand		3170		.gizmo,name	
CommonLua/Classes/AutoAttach.lua	AutoAttachDemoSelectionFilter	added	hand		118		.obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.AddGizmosForObject	added	hand		2250		:obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.DestroyAllGizmos	added	hand		2345		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.Done	added	hand		2503		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.GetGizmosForObject	added	hand		2317		:obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.GetInteractiveGizmos	added	hand		2358		:only_selected	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.IsDetached	added	hand		2240		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.IsSelected	added	hand		2245		:obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RecreateAllGizmos	added	hand		2414		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RecreateDemoObject	added	hand		3398		:preset	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RefreshAllGizmos	added	hand		2430		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RefreshForPreset	added	hand		2482		.preset	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RegisterGizmo	added	hand		2290		:gizmo	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.RemoveGizmosForObject	added	hand		2331		:obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.UnregisterGizmo	added	hand		2304		:gizmo	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.UpdateEditorGizmoSelection	added	hand		2378		:allow_clearing_selection	
CommonLua/Classes/AutoAttach.lua	AutoAttachEditor.UpdateGizmosForDataRef	added	hand		2493		.data	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.Done	added	hand		2815		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.EditorCallbackPlace	added	hand		2825		:reason	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.RebindOriginFromData	added	hand		2768		:demo	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.ReleaseAttach	added	hand		2783		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.ResolveData	added	hand		2771		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachGizmo.UpdateHelper	added	hand		2748		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.ApplyAutoAttachAlignment	added	hand		207		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.AttachAutoAttaches	added	hand		174		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.DestroyAutoAttaches	body	hand	61	99	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.Done	added	hand		181		:done_map	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.EditorCallbackMove	added	hand		277		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.GetActiveAutoAttachEditor	added	hand		106		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.GetAutoAttachMap	added	hand		186		:result	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.OnEditorSetProperty	body	hand	81	271	:prop_id,old_value,ged	:prop_id,old_value,ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.RefreshAutoAttaches	added	hand		242		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.SetAutoAttachMode	body	hand	74	230	:value	:value	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.SetDetachedMode	added	hand		145		:enabled	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.UpdateAttachForRule	added	hand		2544		:child,rule,spot_mat	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.UpdateRuleAttaches	added	hand		2582		:rule	
CommonLua/Classes/AutoAttach.lua	AutoAttachObject.UpdateSpotAttaches	added	hand		2568		:spot	
CommonLua/Classes/AutoAttach.lua	AutoAttachObjectClassAndPropValues.GetAttachPreset	added	hand		1177		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachObjectClassAndPropValues.OpenAutoAttachEditor	added	hand		1190		:root,prop_id,socket	
CommonLua/Classes/AutoAttach.lua	AutoAttachObjects	body	hand	184	436	.obj,context	.obj,context	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.EditorContext	body	hand	1461	1962	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.GenerateCode	body	hand	1532	2033	:code	:code	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.GetByHandle	added	hand		2080		:handle,exclude	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.GetDetachedAutoAttaches	body	hand	2267	3392	:ged	:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.OnEditorSelect	removed	hand	2338		:selected,ged		
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.RecreateDemoObject	removed	hand	2273		:ged		
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.RerollDemoSeed	added	hand		3382		:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.SetDetachedAutoAttaches	body	hand	2313	3428	:ged,detached_auto_attaches	:ged,detached_auto_attaches	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.UpdateSpotData	body	hand	1615	2140	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachPreset.ViewDemoObject	body	hand	2260	3374	:ged	:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.AttachAutoAttaches	removed	hand	2240		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.AutoAttachObjects	removed	hand	2224		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.ChangeEntity	removed	hand	2203		:entity		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.CreateLightHelpers	removed	hand	2216		:		RENAME?CommonLua/Classes/AutoAttach.lua:ShapeshifterAutoAttach.CreateLightHelpers
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.DestroyDetachedAutoAttaches	removed	hand	2244		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.DetachAutoAttaches	removed	hand	2229		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.Done	removed	hand	2198		:done_map		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetDemoObject.OnAutoAttachCreated	removed	hand	2251		:attach,rule,rule_idx,spot_idx		
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetWeight.GetEditorView	added	hand		1556		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachPresetWeight.PreviewWeightItem	added	hand		1563		:root,prop_id,socket	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.GetSpotHandle	added	hand		1009		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.GizmosNeeded	added	hand		1029		:demo_obj,editor	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.OnAfterEditorDelete	added	hand		1053		:parent,ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.OnAfterEditorNew	body+sig	hand	706	1046	:	:parent,ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.OnEditorDelete	removed	hand	710		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.OnEditorNew	body	hand	702	1034	:parent,ged,is_paste	:parent,ged,is_paste	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleBase.RefreshDemoObj	added	hand		1060		:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.CycleEditorPreview	added	hand		3088		:dir	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.EditorCallbackDelete	added	hand		3112		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.EditorCallbackSelected	added	hand		3073		:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.GetSpotAnnotation	added	hand		3042		:spot	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.Getpreset_id	added	hand		3050		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.Getrule	added	hand		3046		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.ReadTransformFromData	body	hand	1928	3057	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.RebindOriginFromData	added	hand		3161		:demo	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.SetOriginFromRule	added	hand		3144		:rule,demo_obj,spot_idx_override	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleGizmo.WriteTransformToData	body+sig	hand	1934	3063	:local_pos,local_axis,local_angle,local_scale	:mat	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.CreateGizmos	added	hand		3233		:demo_obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.FillAutoAttachTable	body	hand	966	1407	:attach_table,entity,preset,spot,attach_classes,spot_range	:attach_table,entity,preset,spot,attach_classes,spot_range	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.GetEditorView	body	hand	1014	1444	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.GetTransformSmat4f	added	hand		1399		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.Getspots	body	hand	1053	1506	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.OnEditorSetProperty	body	hand	1036	1473	:prop_id,old_value,ged	:prop_id,old_value,ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.ResolveConditionFunc	body	hand	932	1333	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleObjectsBase.SetTransformSmat4f	added	hand		1403		:mat	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleRandomize.FillAutoAttachTable	body	hand	1208	1705	:attach_table,entity,preset,spot	:attach_table,entity,preset,spot	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleRandomize.GenerateAttachesWeightedTable	body	hand	1181	1668	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachRuleRandomize.OnEditorSetProperty	body	hand	1164	1650	:prop_id,...	:prop_id,...	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.CreateGizmos	added	hand		3176		:demo_obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.GetRelativeTransformToBakedSpot	added	hand		1807		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.GetSpotTransform	removed	hand	1295		:		
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.GetWarning	added	hand		1830		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.GetWorldAxisAngle	removed	hand	1316		:demo_obj		
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.GetWorldPos	removed	hand	1302		:demo_obj		
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.IsBakedSpotMissing	added	hand		1772		:spots	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.IsValidSubItem	body	hand	1255	1757	:item_or_class	:item_or_class	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.OnEditorNew	body	hand	1244	1744	:parent,ged,is_paste	:parent,ged,is_paste	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.OnEditorSetProperty	body	hand	2060	3303	:prop_id,old_value,ged	:prop_id,old_value,ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.RefreshDependentGizmos	added	hand		3286		:demo_obj	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpot.SetTransformSmat4f	added	hand		1814		:mat	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.EditorCallbackDelete	added	hand		2983		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.EditorCallbackSelected	added	hand		2972		:ged	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.Getpreset_id	added	hand		2951		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.Getspot	added	hand		2947		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.ReadTransformFromData	body	hand	1902	2957	:	:	
CommonLua/Classes/AutoAttach.lua	AutoAttachSpotGizmo.WriteTransformToData	body+sig	hand	1908	2963	:local_pos,local_axis,local_angle,local_scale	:mat	
CommonLua/Classes/AutoAttach.lua	AutoAttachStaticRuleGizmo.WriteTransformToData	added	hand		3141		:	
CommonLua/Classes/AutoAttach.lua	AutoAttachStaticSpotGizmo.WriteTransformToData	added	hand		3028		:	
CommonLua/Classes/AutoAttach.lua	CombineSpotAndRuleTransform	removed	hand	952		.spot_pos,spot_axis,spot_angle,spot_scale,rule_offset,rule_axis,rule_angle,rule_scale		
CommonLua/Classes/AutoAttach.lua	CreateRuleGizmo	removed	hand	1992		.ged,rule		
CommonLua/Classes/AutoAttach.lua	CreateSpotGizmo	removed	hand	1956		.ged,spot_data		
CommonLua/Classes/AutoAttach.lua	CreateVisualGizmo	removed	hand	2009		.ged,obj		
CommonLua/Classes/AutoAttach.lua	DestroySpotGizmo	removed	hand	1948		.ged		
CommonLua/Classes/AutoAttach.lua	GetAttachClassAndPropValues	body+sig	hand	106	302	.self,classes	.seed,classes	
CommonLua/Classes/AutoAttach.lua	GetAutoAttachDemoObject	removed	hand	1701		.auto_attach		
CommonLua/Classes/AutoAttach.lua	GetAutoAttachPresetDemoObject	body	hand	1043	1496	.preset	.preset	
CommonLua/Classes/AutoAttach.lua	GetAutoAttachRuleCount	added	hand		1280		.entity_class	
CommonLua/Classes/AutoAttach.lua	GetAutoAttachRuleObjects	removed	hand	2115		.ged,rule		
CommonLua/Classes/AutoAttach.lua	GetLocalTransform	body+sig	hand	1733	1395	.origin_pos,origin_axis,origin_angle,origin_scale,world_pos,world_axis,world_angle,world_scale	.origin_mat,world_mat	
CommonLua/Classes/AutoAttach.lua	GetOrCreateAutoAttachEditor	added	hand		3419		.ged	
CommonLua/Classes/AutoAttach.lua	GizmoSpawner.ClearGizmoHandleIfDuplicate	added	hand		981		:preset	
CommonLua/Classes/AutoAttach.lua	GizmoSpawner.CreateGizmos	added	hand		987		:demo_obj	
CommonLua/Classes/AutoAttach.lua	GizmoSpawner.GetGizmoHandle	added	hand		970		:	
CommonLua/Classes/AutoAttach.lua	GizmoSpawner.Getowned_gizmos	added	hand		956		:	
CommonLua/Classes/AutoAttach.lua	GizmoSpawner.GizmosNeeded	added	hand		991		:demo_obj,editor	
CommonLua/Classes/AutoAttach.lua	IntTransformToSmat4f	added	hand		1377		.pos,axis,angle,scale	
CommonLua/Classes/AutoAttach.lua	MoveChildToRuleGizmo	added	hand		314		.owner,child,rule,spot_idx	
CommonLua/Classes/AutoAttach.lua	OnMsg.EditorSelectionChanged	body	hand	2078	3325	.objects	.objects	
CommonLua/Classes/AutoAttach.lua	OnMsg.EntitiesReloaded	added	hand		845		.replaced	
CommonLua/Classes/AutoAttach.lua	OnMsg.GameEnterEditor	body	hand	2335	3460	.	.	SPAN-SUSPECT
CommonLua/Classes/AutoAttach.lua	OnMsg.GameExitEditor	body	hand	2336	3461	.	.	SPAN-SUSPECT
CommonLua/Classes/AutoAttach.lua	OnMsg.GedClosing	body	hand	2326	3443	.ged_id	.ged_id	
CommonLua/Classes/AutoAttach.lua	OnMsg.GedOnEditorMultiSelect	added	hand		3340		.obj,selected,ged,panel_context	
CommonLua/Classes/AutoAttach.lua	OnMsg.GedOnEditorReselect	body	hand	2184	3363	.obj,ged,panel_context	.obj,ged,panel_context	
CommonLua/Classes/AutoAttach.lua	OnMsg.GedOnEditorSelect	body	hand	2172	3352	.obj,selected,ged,panel_context	.obj,selected,ged,panel_context	
CommonLua/Classes/AutoAttach.lua	OpenAutoattachEditor	body	hand	2363	3480	.objlist,lock_entity	.objlist,lock_entity	
